Rank,Name,Nationality,Position,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv.Rate (%),Attempts Inside Penalty Area,Attempts Outside Penalty Area,Headed Attempts At Goal,xG,xG Efficiency,Corners
1226,Keito Nakamura,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1227,Kelvin Pires,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1228,Ken Sema,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1230,Kenan Yildiz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1231,Kendry Paez,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1232,Kenji Gorre,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1234,Kenny Mclean,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1236,Kento Shiogai,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1238,Kerem Akturkoglu,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1239,Kerim Alajbegovic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1240,Kevin Castaneda,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1241,Kevin Castano,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1242,Kevin Danso,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1243,Kevin De Bruyne,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1244,Kevin Felida,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1248,Kevin Pina,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1249,Kevin Rodriguez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1253,Kevin Yakob,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1258,Khalid Alghannam,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1259,Khalil Ayari,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1261,Khojiakbar Alijonov,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1262,Khuliso Mudau,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
1263,Khulumani Ndamane,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
1265,Kieran Tierney,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1271,Kim Jingyu,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1274,Kim Minjae,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1275,Kim Moonhwan,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1276,Kim Seunggyu,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1277,Kim Taehyeon,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1281,Kobbie Mainoo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1284,Kojo Peprah Oppong,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1286,Koki Ogawa,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1287,Koni De Winter,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1288,Konrad Laimer,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1291,Kosta Barbarouses,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1293,Kou Itakura,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1294,Krepin Diatta,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1296,Kristian Thorstvedt,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1297,Kristijan Jakic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1298,Kristoffer Ajer,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1299,Kristoffer Nordfeldt,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1308,Kwasi Sibo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1313,Kylian Mbappe,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1314,Lachlan Bayliss,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1315,Ladislav Krejci,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1316,Lamine Camara,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1317,Lamine Yamal,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1318,Laros Duarte,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1320,Lautaro Martinez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1321,Lawrence Ati Zigi,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1322,Lawrence Shankland,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1323,Leandro Bacuna,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1325,Leandro Paredes,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1326,Leandro Trossard,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1327,Lebohang Maboe,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1329,Lee Donggyeong,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1331,Lee Gihyuk,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1332,Lee Hanbeom,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1335,Lee Jaesung,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1336,Lee Kangin,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1339,Lee Taeseok,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1343,Lenny Joseph,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1345,Leo Ostigard,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1346,Leo Pereira,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1349,Leon Goretzka,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1350,Leonardo Balerdi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1356,Leroy Sane,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1357,Leverton Pierre,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1359,Lewis Ferguson,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1363,Liam Kelly,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1365,Liam Millar,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1367,Liberato Cacace,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1369,Lionel Messi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1370,Lionel Mpasi,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1371,Lisandro Martinez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1372,Livano Comenencia,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1373,Logan Costa,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1379,Louicius Deedson,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1381,Luc De Fougerolles,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1382,Luca Jaquez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1384,Luca Zidane,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1385,Lucas Bergvall,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1387,Lucas Digne,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1388,Lucas Hernandez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1389,Lucas Herrington,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1391,Lucas Mendes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1392,Lucas Paqueta,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1400,Luis Chavez,MEX,mf,0,0,0,0,0,0,0,0.0,0.0,0
1401,Luis Diaz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1404,Luis Mejia,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1405,Luis Rey,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1406,Luis Romo,MEX,mf,0,0,0,0,0,0,0,0.0,0.0,0
1407,Luis Suarez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1408,Luiz Henrique,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1412,Luka Modric,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1414,Luka Sucic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1415,Luka Vuskovic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1417,Lukas Cerv,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1418,Lukas Hornicek,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1420,Lukas Provod,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1424,Luke Le Roux,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1426,Lutsharel Geertruida,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1427,Lyle Foster,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
1428,Lyndon Dykes,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1430,Maghnes Akliouche,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1432,Mahdy Soliman,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1433,Mahmoud Abunada,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1434,Mahmoud Almardi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1436,Mahmoud Saber,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1443,Malick Thiaw,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1445,Malik Tillman,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1446,Malo Gusto,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1450,Mamadou Sarr,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1453,Manu Kone,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1454,Manuel Akanji,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1455,Manuel Neuer,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1456,Manuel Ugarte,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1458,Marawan Attia,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1461,Marc Cucurella,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1462,Marc Guehi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1463,Marc Pubill,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1464,Marcel Ruiz,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1465,Marcel Sabitzer,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1466,Marcelo Flores,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1468,Marcio Rosa,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1469,Marco Friedl,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1471,Marco Pasalic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1474,Marcos Llorente,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1476,Marcus Holmgren Pedersen,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1477,Marcus Rashford,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1478,Marcus Thuram,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1480,Marin Pongracic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1481,Mario Pasalic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1483,Mark Flekken,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1484,Mark Mckenzie,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1485,Markhus Lacroix,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1486,Marko Arnautovic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1487,Marko Farji,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1488,Marko Stamenic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1491,Marquinhos,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1492,Marten De Roon,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1494,Martin Baturina,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1496,Martin Erlic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1497,Martin Experience,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1500,Martin Odegaard,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1502,Martin Zlomislic,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1503,Martin Zubimendi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1504,Marvin Keller,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1505,Marvin Senaya,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1508,Masindi Nemtajela,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1511,Matej Kovar,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1514,Mateo Chavez,MEX,df,0,0,0,0,0,0,0,0.0,0.0,0
1516,Mateo Kovacic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1518,Matheus Cunha,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1519,Matheus Nunes,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1521,Mathew Leckie,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1522,Mathew Ryan,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1525,Mathias Olivera,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1527,Mathieu Choiniere,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1529,Matias Fernandez Pardo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1530,Matias Galarza,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1532,Matias Vina,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1533,Mats Wieffer,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1534,Matt Freese,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1535,Matt Turner,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1539,Matthew Garbett,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1543,Matthieu Epolo,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1546,Mattias Svanberg,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1548,Mauricio,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1550,Max Arfsten,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1552,Max Crocombe,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1555,Maxence Lacroix,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1556,Maxi Araujo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1557,Maxim De Cuyper,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1558,Maxime Crepeau,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1559,Maximilian Beier,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1564,Mbekezeli Mbokazi,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
1566,Mehdi Ghayedi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1568,Mehdi Taremi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1569,Mehdi Torabi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1571,Melvin Mastil,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1572,Memphis Depay,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1573,Merchas Doski,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1574,Merih Demiral,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1576,Mert Gunok,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1577,Mert Muldur,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1578,Meschack Elia,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1579,Meshaal Barsham,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1580,Michael Boxall,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1581,Michael Gregoritsch,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1583,Michael Olise,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1584,Michael Svoboda,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1585,Michael Woud,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1587,Michal Sadilek,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1588,Michel Aebischer,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1590,Micky Van De Ven,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1591,Miguel Almiron,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1594,Mihlali Mayambela,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1598,Mike Maignan,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1599,Mike Penders,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1600,Mikel Merino,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1601,Mikel Oyarzabal,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1602,Milad Mohammadi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1603,Miles Robinson,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1604,Milos Degenek,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1607,Miro Muheim,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1610,Mladen Jurkas,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1611,Mohamed Abdelmoneim,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1613,Mohamed Alaa,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1616,Mohamed Amine Ben Hmida,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1617,Mohamed Amine Tougai,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1618,Mohamed Amoura,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1624,Mohamed Elshenawy,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1626,Mohamed Hadj Mahmoud,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1627,Mohamed Hany,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1628,Mohamed Kanno,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1631,Mohamed Kone,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1632,Mohamed Manai,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1635,Mohamed Salah,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1637,Mohamed Toure,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1638,Mohammad Abualnadi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1639,Mohammad Abughoush,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1640,Mohammad Abuhasheesh,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1641,Mohammad Abuzraiq,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1642,Mohammad Aldaoud,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1644,Mohammad Ghorbani,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1646,Mohammad Mohebbi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1648,Mohammed Abu Alshamat,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1649,Mohammed Alowais,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1652,Mohammed Muntari,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1656,Mohanad Ali,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1658,Mohanad Lashin,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1659,Mohannad Abutaha,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1662,Mohau Nkota,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1663,Moise Bombito,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1664,Moises Caicedo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1665,Moises Ramirez,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1666,Mojmir Chytil,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1671,Montassar Talbi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1674,Morgan Rogers,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1676,Mortadha Ben Ouanes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1677,Morten Thorsby,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1679,Mory Diaw,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1682,Mostafa Shoubir,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1683,Mostafa Zico,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1684,Moteb Alharbi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1685,Mouhib Chamakh,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1686,Mousa Altamari,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1688,Moussa Niakhate,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1690,Moutaz Neffati,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1692,Mthetheleli Mthiyane,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1698,Munaf Younus,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1699,Munir El Kajoui,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1702,Musab Aljuwayr,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1704,Mustafa Saadoon,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1707,Nabil Bentaleb,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1708,Nabil Donga,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1712,Nadhir Benbouali,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1713,Nadiem Amiri,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1715,Nahuel Molina,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1718,Nando Pijnaker,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1720,Nasser Aldawsari,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1723,Nathan Ake,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1726,Nathan Ngoy,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1727,Nathan Patterson,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1728,Nathan Saliba,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1729,Nathanael Mbuku,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1732,Nathaniel Brown,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1733,Nawaf Alaqidi,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1734,Nawaf Bu Washl,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1735,Nayef Aguerd,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1736,Ndamulelo Maphandule,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1737,Neil El Aynaoui,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1740,Nelson Semedo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1741,Nestory Irankunda,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1742,Neymar Jr,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1743,Ngalayel Mukau,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1744,Ngolo Kante,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1748,Nick Woltemade,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1751,Nico Elvedi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1752,Nico Gonzalez,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1753,Nico Oreilly,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1754,Nico Paz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1755,Nico Schlotterbeck,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1756,Nico Williams,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1758,Nicolas De La Cruz,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1761,Nicolas Jackson,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1764,Nicolas Otamendi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1765,Nicolas Pepe,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1766,Nicolas Raskin,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1767,Nicolas Seiwald,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1768,Nicolas Tagliafico,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1770,Nihad Mujakic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1773,Niko Sigur,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1774,Nikola Katic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1776,Nikola Moro,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1778,Nikola Vasilj,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1779,Nikola Vlasic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1783,Nilson Angulo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1785,Nishan Velupillay,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1786,Nizar Alrashdan,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1787,Nkosikhona Radebe,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1788,Nkosinathi Sibisi,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
1789,Noa Lang,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1793,Noah Okafor,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1794,Noah Sadiki,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1798,Noni Madueke,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1799,Noor Alrawabdeh,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1800,Nour Baniateyah,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1802,Noussair Mazraoui,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1803,Nuno Da Costa,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1804,Nuno Mendes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1806,Obed Vargas,MEX,mf,0,0,0,0,0,0,0,0.0,0.0,0
1807,Odeh Fakhoury,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1808,Odiljon Xamrobekov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1809,Odilon Kossounou,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1811,Oguz Aydin,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1812,Oh Hyeongyu,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1816,Oliver Baumann,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1819,Ollie Watkins,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1820,Olwethu Makhanya,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
1821,Omar Alderete,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1825,Omar Marmoush,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1826,Omar Rekik,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1830,Orbelin Pineda,MEX,mf,0,0,0,0,0,0,0,0.0,0.0,0
1831,Orjan Nyland,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1832,Orkun Kokcu,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1833,Orlando Gill,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1834,Orlando Mosquera,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1837,Oscar Bobb,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
