Rank,Name,Nationality,Position,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv.Rate (%),Attempts Inside Penalty Area,Attempts Outside Penalty Area,Headed Attempts At Goal,xG,xG Efficiency,Corners
167,Nabil Donga,EGY,MF,0,0,0,0,0,0,0,0.0,0.0,0
167,Christ Inao Oulai,CIV,MF,0,0,2,0,1,1,0,0.13,0.0,0
167,Kwasi Sibo,GHA,MF,0,0,0,0,0,0,0,0.0,0.0,0
167,Jayden Nelson,CAN,FW,0,0,1,0,0,1,0,0.07,0.0,0
167,Ricardo Ade,HAI,DF,0,1,4,0,2,2,2,0.17,0.0,0
167,Mohanad Lashin,EGY,MF,0,0,2,0,1,1,1,0.12,0.0,0
167,Sebastian Tounekti,TUN,MF,0,0,0,0,0,0,0,0.0,0.0,0
167,Elias Achouri,TUN,FW,0,1,3,0,0,3,0,0.13,0.0,0
167,Carl Sainte,HAI,MF,0,0,0,0,0,0,0,0.0,0.0,0
167,Ayyoub Bouaddi,MAR,MF,0,0,3,0,0,3,0,0.14,0.0,0
167,Evidence Makgopa,RSA,FW,0,3,4,0,4,0,2,0.42,0.0,0
167,Ismael Gharbi,TUN,MF,0,0,3,0,2,1,0,0.26,0.0,1
167,Ahmed Fatouh,EGY,DF,0,1,1,0,1,0,0,0.13,0.0,0
167,Antoine Mendy,SEN,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Benjamin Asare,GHA,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Mostafa Shoubir,EGY,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Lawrence Ati Zigi,GHA,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Redouane Halhal,MAR,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Mohamed Abdelmoneim,EGY,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Olwethu Makhanya,RSA,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Inaki Williams,GHA,FW,0,0,3,0,1,2,0,0.06,0.0,0
167,Themba Zwane,RSA,MF,0,0,0,0,0,0,0,0.0,0.0,0
167,Jerome Opoku,GHA,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Ayoub El Kaabi,MAR,FW,0,2,3,0,3,0,0,0.31,0.0,0
167,Jonathan Osorio,CAN,MF,0,0,1,0,1,0,0,0.04,0.0,0
167,Kojo Peprah Oppong,GHA,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Jovane Cabral,CPV,MF,0,0,2,0,0,2,0,0.05,0.0,0
167,Kevin Pina,CPV,MF,0,1,5,20,0,5,0,0.09,11.33,0
167,Alexandre Pierre,HAI,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Baba Rahman,GHA,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Odilon Kossounou,CIV,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Abdul Fatawu,GHA,FW,0,0,3,0,1,2,0,0.1,0.0,2
167,Assane Diao,SEN,FW,0,0,0,0,0,0,0,0.0,0.0,0
167,Jacob Shaffelburg,CAN,MF,0,0,3,0,2,1,0,0.09,0.0,0
167,Tarek Alaa,EGY,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Issa Diop,MAR,DF,0,1,1,100,1,0,1,0.12,8.02,0
167,Alistair Johnston,CAN,DF,0,2,5,0,4,1,2,0.18,0.0,2
167,Aubrey Modiba,RSA,DF,0,1,5,0,1,4,0,0.12,0.0,2
167,Elias Saad,TUN,FW,0,0,1,0,0,1,0,0.06,0.0,1
167,Ronwen Williams,RSA,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Seko Fofana,CIV,MF,0,1,5,0,0,5,0,0.4,0.0,0
167,Kalidou Koulibaly,SEN,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Bradley Cross,RSA,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,Richie Laryea,CAN,DF,0,1,2,0,1,1,0,0.34,0.0,0
167,Rani Khedira,TUN,MF,0,0,1,0,0,1,0,0.06,0.0,0
167,Ali Abdi,TUN,DF,0,0,1,0,0,1,0,0.05,0.0,1
167,Yassine Bounou,MAR,GK,0,0,0,0,0,0,0,0.0,0.0,0
167,Kelvin Pires,CPV,DF,0,0,0,0,0,0,0,0.0,0.0,0
167,El Hadji Malick Diouf,SEN,DF,0,0,0,0,0,0,0,0.0,0.0,5
167,Omar Marmoush,EGY,FW,0,1,11,0,8,3,0,0.91,0.0,3
167,Tajon Buchanan,CAN,FW,0,3,6,0,3,3,0,0.68,0.0,1
167,Ibrahim Adel,EGY,FW,0,0,0,0,0,0,0,0.0,0.0,0
701,Facundo Pellistri,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
705,Fahad Talib,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
707,Fares Chaibi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
708,Fares Ghedjemis,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
710,Farrukh Sayfiev,df,df,0,0,0,0,0,0,0,0.0,0.0,0
711,Federico Valverde,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
712,Federico Vinas,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
714,Felix Nmecha,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
715,Felix Torres,df,df,0,0,0,0,0,0,0,0.0,0.0,0
717,Feras Albrikan,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
718,Ferdi Kadioglu,df,df,0,0,0,0,0,0,0,0.0,0.0,0
721,Fernando Muslera,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
722,Ferran Torres,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
723,Fezile Gcaba,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
724,Fidel Escobar,df,df,0,0,0,0,0,0,0,0.0,0.0,0
727,Findlay Curtis,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
729,Finn Surman,df,df,0,0,0,0,0,0,0,0.0,0.0,0
730,Firas Chaouat,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
732,Fiston Mayele,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
734,Florian Grillitsch,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
736,Florian Wiegele,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
737,Florian Wirtz,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
738,Folarin Balogun,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
742,Francis De Vries,df,df,0,0,0,0,0,0,0,0.0,0.0,0
743,Francisco Conceicao,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
744,Francisco Trincao,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
745,Franck Kessie,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
751,Frans Putros,df,df,0,0,0,0,0,0,0,0.0,0.0,0
752,Frantzdy Pierrot,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
753,Fredrik Andre Bjorkan,df,df,0,0,0,0,0,0,0,0.0,0.0,0
754,Fredrik Aursnes,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
757,Frenkie De Jong,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
759,Gabriel Avalos,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
760,Gabriel Gudmundsson,df,df,0,0,0,0,0,0,0,0.0,0.0,0
762,Gabriel Magalhaes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
763,Gabriel Martinelli,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
766,Gael Kakuta,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
768,Garry Rodrigues,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
770,Gaston Olveira,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
771,Gatito Fernandez,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
772,Gavi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
774,Gedeon Kalulu,df,df,0,0,0,0,0,0,0,0.0,0.0,0
776,George Hirst,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
780,German Berterame,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
783,Geronimo Rulli,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
785,Gervane Kastaneer,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
786,Gessime Yassine,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
788,Ghislain Konan,df,df,0,0,0,0,0,0,0,0.0,0.0,0
792,Gideon Mensah,df,df,0,0,0,0,0,0,0,0.0,0.0,0
793,Gilberto Mora,MEX,mf,0,0,0,0,0,0,0,0.0,0.0,0
794,Gilson Benchimol,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
795,Giorgian De Arrascaeta,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
796,Giovani Lo Celso,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
797,Giovanni Reyna,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
799,Giuliano Simeone,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
800,Godfried Roemeratoe,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
801,Goncalo Guedes,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
802,Goncalo Inacio,df,df,0,0,0,0,0,0,0,0.0,0.0,0
803,Goncalo Ramos,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
805,Gonzalo Montiel,df,df,0,0,0,0,0,0,0,0.0,0.0,0
806,Gonzalo Plata,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
807,Gonzalo Valle,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
809,Granit Xhaka,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
810,Grant Hanley,df,df,0,0,0,0,0,0,0,0.0,0.0,0
811,Gregor Kobel,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
813,Guela Doue,df,df,0,0,0,0,0,0,0,0.0,0.0,0
815,Guillermo Martinez,MEX,fw,0,0,0,0,0,0,0,0.0,0.0,0
816,Guillermo Ochoa,MEX,gk,0,0,0,0,0,0,0,0.0,0.0,0
817,Guillermo Varela,df,df,0,0,0,0,0,0,0,0.0,0.0,0
818,Gustaf Lagerbielke,df,df,0,0,0,0,0,0,0,0.0,0.0,0
819,Gustaf Nilsson,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
820,Gustavo Caballero,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
821,Gustavo Gomez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
823,Gustavo Puerta,df,df,0,0,0,0,0,0,0,0.0,0.0,0
824,Gustavo Velazquez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
825,Guus Til,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
827,Habib Diarra,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
829,Haissem Hassan,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
830,Haji Wright,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
831,Hakan Calhanoglu,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
833,Hamdy Fathy,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
837,Hamza Abdelkarim,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
841,Hannes Delcroix,df,df,0,0,0,0,0,0,0,0.0,0.0,0
843,Hannibal Mejbri,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
844,Hans Vanaken,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
846,Haris Tabakovic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
848,Harry Kane,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
851,Harry Souttar,df,df,0,0,0,0,0,0,0,0.0,0.0,0
855,Hassan Alhaydos,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
856,Hassan Altambakti,df,df,0,0,0,0,0,0,0,0.0,0.0,0
857,Hassan Kadish,df,df,0,0,0,0,0,0,0,0.0,0.0,0
861,Hazem Mastouri,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
863,Helio Varela,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
864,Henrik Falchener,df,df,0,0,0,0,0,0,0,0.0,0.0,0
868,Herman Johansson,df,df,0,0,0,0,0,0,0,0.0,0.0,0
869,Hernan Galindez,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
870,Hicham Boudaoui,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
873,Hiroki Ito,df,df,0,0,0,0,0,0,0,0.0,0.0,0
875,Hjalmar Ekdal,df,df,0,0,0,0,0,0,0,0.0,0.0,0
877,Homam Ahmed,df,df,0,0,0,0,0,0,0,0.0,0.0,0
879,Hossam Abdelmaguid,df,df,0,0,0,0,0,0,0,0.0,0.0,0
881,Hossein Hosseini,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
882,Hossein Kanani,df,df,0,0,0,0,0,0,0,0.0,0.0,0
883,Houssem Aouar,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
889,Hugo Sochurek,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
892,Husam Abudahab,df,df,0,0,0,0,0,0,0,0.0,0.0,0
894,Hussein Ali,df,df,0,0,0,0,0,0,0,0.0,0.0,0
895,Hwang Heechan,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
896,Hwang Inbeom,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
898,Ibrahim Adel,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
900,Ibrahim Bayesh,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
901,Ibrahim Maza,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
902,Ibrahim Mbaye,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
905,Ibrahim Sadeh,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
906,Ibrahim Sangare,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
908,Ibrahima Konate,df,df,0,0,0,0,0,0,0,0.0,0.0,0
912,Idrissa Gana Gueye,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
918,Igor Matanovic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
919,Igor Sergeev,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
920,Igor Thiago,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
927,Iliman Ndiaye,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
928,Ime Okon,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
930,Inaki Williams,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
932,Iqraam Rayners,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
933,Irfan Can Kahveci,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
937,Isaias Violante,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
939,Isak Hien,df,df,0,0,0,0,0,0,0,0.0,0.0,0
940,Isidro Pitta,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
943,Ismael Diaz,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
944,Ismael Gharbi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
945,Ismael Kone,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
946,Ismael Saibari,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
947,Ismail Jakobs,df,df,0,0,0,0,0,0,0,0.0,0.0,0
949,Ismail Yuksek,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
950,Ismaila Sarr,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
951,Israel Reyes,MEX,df,0,0,0,0,0,0,0,0.0,0.0,0
952,Issa Diop,df,df,0,0,0,0,0,0,0,0.0,0.0,0
953,Issa Laye,df,df,0,0,0,0,0,0,0,0.0,0.0,0
958,Ivan Basic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
959,Ivan Perisic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
961,Ivan Sunjic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
962,Ivan Toney,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
964,Ivor Pandur,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
967,Jack Hendry,df,df,0,0,0,0,0,0,0,0.0,0.0,0
971,Jackson Irvine,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
973,Jackson Porozo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
974,Jacob Italiano,df,df,0,0,0,0,0,0,0,0.0,0.0,0
975,Jacob Shaffelburg,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
976,Jacob Widell Zetterstrom,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
978,Jakhongir Urozov,df,df,0,0,0,0,0,0,0,0.0,0.0,0
980,Jalal Hassan,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
981,Jaloliddin Masharipov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
982,Jamal Musiala,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
985,James Monyane,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
987,James Rodriguez,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
988,James Trafford,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
991,Jamie Leweling,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
992,Jaminton Campaz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
993,Jamiro Monteiro,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
994,Jamshid Iskanderov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
998,Jan Kuchta,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
999,Jan Paul Van Hecke,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1004,Jaouen Hadjam,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1005,Jarell Quansah,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1006,Jaroslav Zeleny,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1008,Jason Geria,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1009,Jassem Gaber,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1013,Jayden Adams,RSA,mf,0,0,0,0,0,0,0,0.0,0.0,0
1018,Jean Kevin Duverne,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1019,Jean Michael Seri,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1021,Jean Philippe Mateta,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1022,Jean Ricner Bellegarde,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1023,Jearl Margaritha,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1026,Jefferson Lerma,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1027,Jehad Thikri,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1030,Jens Petter Hauge,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1036,Jeremy Antonisse,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1037,Jeremy Arevalo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1038,Jeremy Doku,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1039,Jeremy Marquez,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1042,Jerome Opoku,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1043,Jesper Karlstrom,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1044,Jesse Randall,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1046,Jesus Alejandro Gomez,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1047,Jesus Angulo,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1049,Jesus Gallardo,MEX,df,0,0,0,0,0,0,0,0.0,0.0,0
1050,Jesus Ricardo Angulo,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1054,Jhon Arias,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1055,Jhon Cordoba,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1057,Jhon Lucumi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1059,Jindrich Stanek,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1060,Jiovany Ramos,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1061,Jo Hyeonwoo,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1062,Joan Garcia,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1063,Joao Cancelo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1065,Joao Felix,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1066,Joao Neves,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1067,Joao Paulo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1069,Joaquin Piquerez,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1070,Joaquin Seys,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1071,Joe Bell,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1074,Joe Scally,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1077,Joel Ordonez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1078,Joel Waterman,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1082,Johan Manzambi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1084,Johan Mojica,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1086,Johan Vasquez,MEX,df,0,0,0,0,0,0,0,0.0,0.0,0
1088,John Mcginn,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1090,John Souttar,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1091,John Stones,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1093,John Yeboah,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1095,Johny Placide,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1099,Jonas Adjetey,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1103,Jonathan David,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1104,Jonathan Osorio,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1105,Jonathan Tah,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1106,Jordan Ayew,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1108,Jordan Bos,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1109,Jordan Carrillo,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1111,Jordan Henderson,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1114,Jordan Pickford,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1117,Jordy Alcivar,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1118,Jordy Caicedo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1119,Jorge Carrascal,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1121,Jorge Gutierrez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1122,Jorge Ruvalcaba,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1123,Jorge Sanchez,MEX,df,0,0,0,0,0,0,0,0.0,0.0,0
1124,Jorgen Strand Larsen,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1126,Joris Kayembe,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1127,Jorrel Hato,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1128,Jose Antonio Rodriguez,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1129,Jose Canale,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1130,Jose Cordoba,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1131,Jose Fajardo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1134,Jose Luis Rodriguez,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1136,Jose Manuel Lopez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1137,Jose Maria Gimenez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1139,Jose Sa,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1141,Joseph Anang,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1148,Joshua Brenet,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1149,Joshua Kimmich,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1152,Josip Stanisic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1153,Josip Sutalo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1154,Josko Gvardiol,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1155,Josue Casimir,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1156,Josue Duverger,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1157,Jovane Cabral,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1159,Jovo Lukic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1164,Juan Jose Caceres,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1166,Juan Manuel Sanabria,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1167,Juan Musso,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1168,Juan Portilla,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1169,Juan Quintero,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1171,Jude Bellingham,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1172,Juergen Locadia,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1173,Jules Kounde,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1174,Julian Alvarez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1175,Julian Araujo,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1176,Julian Quinones,MEX,fw,0,0,0,0,0,0,0,0.0,0.0,0
1177,Julian Ryerson,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1178,Julio Enciso,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1181,Juninho Bacuna,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1183,Junior Alonso,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1187,Junnosuke Suzuki,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1188,Junya Ito,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1190,Jurien Gaari,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1194,Justin Kluivert,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1198,Kaan Ayhan,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1200,Kai Havertz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1201,Kai Trewin,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1204,Kaishu Sano,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1205,Kalidou Koulibaly,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1207,Kamaldeen Sulemana,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1209,Kamogelo Sebelebele,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
1214,Karim Boudiaf,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1215,Karim Hafez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1220,Keegan Allan,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1223,Keeto Thermoncy,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1224,Keisuke Goto,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1225,Keisuke Osako,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
